,x,sku,sim
390,T103,T220,0.09767424800785901
391,T103,T219,0.17957616700286755
392,T103,T222,0.26704265528155263
393,T103,T224,0.10937480273394225
394,T103,T226,0.26666269872612497
395,T103,T228,0.13316954696008945
396,T103,T229,0.13340834359489587
397,T103,T238,0.2818867651800571
398,T103,T215,0.5693360530858226
399,T103,T216,0.5285122734710596
400,T103,T239,0.12873851648779736
401,T103,T245,0.2825088188476364
402,T103,T240,0.40073465740770003
403,T103,T241,0.26693701484105153
404,T103,T244,0.20636409479483825
405,T103,T242,0.1333591050706692
406,T103,T243,0.13314783343758302
407,T103,T246,0.3771997665894965
408,T103,T251,0.2216377789581994
409,T103,T257,0.13847667005918787
410,T103,T262,0.24734238225629382
411,T103,T253,0.28535104218355395
412,T103,T261,0.5699325368874356
413,T103,T260,0.11653797267301534
414,T103,T258,0.280068148421126
415,T103,T252,0.5341353228223389
416,T103,T269,0.22092755178250148
417,T103,T268,0.5705264834139497
418,T103,T267,0.2671060775436793
419,T103,T259,0.37766159176053016
420,T103,T256,0.35591211958445956
421,T103,T265,0.10992653813169138
422,T103,T264,0.5336792344543403
423,T103,T278,0.47725173984899255
424,T103,T280,0.22104692913807372
425,T103,T282,0.12448830170667281
426,T103,T283,0.21665814297204022
427,T103,T284,0.39894184969638985
428,T103,T281,0.8005239597410848
429,T103,T277,0.059420291206392445
430,T103,T279,0.7115561489138349
431,T103,T276,0.3581792443389588
432,T103,T275,0.5693803471428863
433,T103,T285,0.3973268710395351
434,T103,T286,0.5320294957623793
435,T103,T288,0.13300737394059484
436,T103,T287,0.7121044958193207
437,T75,T42,0.2051144639273783
438,T75,T102,0.20854233312231896
439,T75,T106,0.20338097327885984
440,T75,T79,0.2605237445242357
441,T75,T103,0.11680988925701363
442,T75,T105,0.08765147790763031
443,T75,T107,0.20627261866700397
444,T75,T76,0.23362905009815313
445,T75,T80,0.11889082523704594
446,T75,T73,0.2141951279630294
447,T75,T71,0.2136573583791843
448,T75,T22,0.17822276503806228
449,T75,T10,0.21543848230758555
450,T75,T14,0.321567150489492
451,T75,T40,0.19398012115855476
452,T75,T44,0.20865037903616218
453,T75,T45,0.2072912402237093
454,T75,T69,0.09480170907520243
455,T75,T70,0.1715142970231245
456,T75,T47,0.2058206698701427
457,T75,T3,0.20383713868211864
458,T75,T19,0.2112870975667931
459,T75,T41,0.2151572089151258
460,T75,T9,0.20714192403611467
461,T75,T7,0.07948943706914975
462,T75,T6,0.09669955708424666
463,T75,T77,0.10446207022554199
464,T75,T68,0.33768802136598847
465,T75,T55,0.10276353703722656
466,T75,T54,0.10561964329886575
467,T75,T4,0.22918179192016366
468,T75,T274,0.1972800827177094
469,T75,T201,0.10194690121778076
470,T75,T211,0.42812566132837
471,T75,T212,0.40063450187740085
472,T75,T213,0.2063426959937377
473,T75,T205,0.22425170065497455
474,T75,T217,0.23244808425370522
475,T75,T218,0.08784305118084686
476,T75,T220,0.23725187421764307
477,T75,T219,0.32029094382488643
478,T75,T222,0.2205272402491357
479,T75,T224,0.13359879772930155
480,T75,T228,0.10507080599484789
481,T75,T216,0.1084151516772355
482,T75,T239,0.09820543929166493
483,T75,T245,0.23680300643915306
484,T75,T240,0.21426877288800011
485,T75,T241,0.11076703297456551
486,T75,T244,0.2515723860758578
487,T75,T242,0.21127076548029758
488,T75,T246,0.21205648995768117
489,T75,T251,0.10199129703311532
490,T75,T257,0.11034934555998714
491,T75,T262,0.1899147001165369
492,T75,T253,0.12033027138509739
493,T75,T261,0.11892462569393343
494,T75,T260,0.1427838883141817
495,T75,T258,0.11089855316860193
496,T75,T252,0.10900763469697479
497,T75,T272,0.09380446057507251
498,T75,T269,0.1155175848353296
499,T75,T259,0.210063569776936
500,T75,T256,0.19814008392335983
501,T75,T265,0.11620875184477458
502,T75,T264,0.10854293752404354
503,T75,T278,0.1925825726295466
504,T75,T282,0.28362132229964815
505,T75,T283,0.08522437842372114
506,T75,T284,0.20988414501095956
507,T75,T281,0.10537640266248903
508,T75,T279,0.1168469468370545
509,T75,T276,0.09842970975598882
510,T75,T275,0.2365033461546411
511,T75,T286,0.21683113916156688
512,T75,T287,0.11846084111115912
513,T105,T42,0.2092684429932398
514,T105,T102,0.10454560489267656
515,T105,T106,0.21704010362211054
516,T105,T79,0.24979782271722362
517,T105,T103,0.23370169615707573
518,T105,T75,0.08765147790763031
519,T105,T107,0.3644564757263525
520,T105,T76,0.11285521047478198
521,T105,T80,0.11513290090513223
522,T105,T71,0.4316309135602443
523,T105,T22,0.32984764660909294
524,T105,T10,0.12035216727415472
525,T105,T14,0.10464018147252425
526,T105,T40,0.197561382055717
527,T105,T44,0.21351757286462272
528,T105,T45,0.4240025361349563
529,T105,T69,0.5336309273382351
530,T105,T70,0.4036330943713573
531,T105,T47,0.11084979283726629
532,T105,T3,0.42752258350269645
533,T105,T19,0.3399218769499159
534,T105,T41,0.2253312128954507
535,T105,T9,0.10891498291781308
536,T105,T7,0.3203169078826791
537,T105,T6,0.11023323928231474
538,T105,T77,0.3012780555553438
539,T105,T68,0.2127243631025401
540,T105,T55,0.22626618507022944
541,T105,T54,0.22231926389752
542,T105,T53,0.27889894816309585
543,T105,T4,0.23979433397623862
544,T105,T203,0.3021347349138575
545,T105,T274,0.4126412582751949
546,T105,T201,0.3035594381860739
547,T105,T209,0.2941019434918327
548,T105,T211,0.08829052414524016
549,T105,T212,0.08140115541423097
550,T105,T205,0.11521858036210059
551,T105,T217,0.4833591027494653
552,T105,T218,0.6934889336014841
553,T105,T220,0.22326765748610916
554,T105,T219,0.14305904597768157
555,T105,T222,0.43977246506236284
556,T105,T224,0.08229782438370524
557,T105,T226,0.10695072804252077
558,T105,T227,0.09967112272745592
559,T105,T228,0.21636134299125298
560,T105,T229,0.11045972453089359
561,T105,T238,0.07593103386456805
562,T105,T215,0.10899421928916363
563,T105,T216,0.10759947059593743
564,T105,T239,0.22078337052046018
565,T105,T245,0.21703007083563414
566,T105,T240,0.4381876103509313
567,T105,T241,0.2146474282816426
568,T105,T244,0.23393042178526216
569,T105,T242,0.215565902658557
570,T105,T243,0.10589858026913021
571,T105,T246,0.10340151693753279
572,T105,T251,0.16655165895934268
573,T105,T257,0.11524123187836482
574,T105,T262,0.20472133328433492
575,T105,T253,0.11573912409986654
576,T105,T261,0.11410331183851126
577,T105,T258,0.11757321656136253
578,T105,T252,0.1108021488344056
579,T105,T272,0.09760221360109923
580,T105,T271,0.10273148566184011
581,T105,T267,0.10868747844375748
582,T105,T259,0.10205292815516907
583,T105,T256,0.19659913855364813
584,T105,T265,0.10166312285395177
585,T105,T264,0.1080733105262623
586,T105,T278,0.0957085567621728
587,T105,T282,0.5166948778575224
588,T105,T283,0.3575496351344767
589,T105,T284,0.10677928543224906
590,T105,T281,0.2176900447903707
591,T105,T273,0.09961598767452651
592,T105,T279,0.34260205981611574
593,T105,T276,0.19578184712156296
594,T105,T275,0.11418497773166329
595,T105,T285,0.10677099239756467
596,T105,T286,0.11207249126400785
597,T105,T288,0.2241449825280157
598,T105,T287,0.23243825068719193
599,T107,T42,0.3693293794907248
600,T107,T102,0.5135007420315052
601,T107,T106,0.527246387236206
602,T107,T79,0.29724203105295904
603,T107,T103,0.4198281449044794
604,T107,T75,0.20627261866700397
605,T107,T105,0.3644564757263525
606,T107,T76,0.4106418258558347
607,T107,T80,0.2779164898646747
608,T107,T73,0.25019847316850286
609,T107,T71,0.26291446885152
610,T107,T22,0.12496347717127644
611,T107,T10,0.4264049726167891
612,T107,T14,0.3627508115386167
613,T107,T40,0.23546917841701728
614,T107,T44,0.24215691183725985
615,T107,T45,0.24657247419524236
616,T107,T69,0.2507527349246437
617,T107,T70,0.2474849236910966
618,T107,T47,0.4134814713758457
619,T107,T3,0.4977688156813302
620,T107,T19,0.398102697354962
621,T107,T41,0.3964221229362439
622,T107,T9,0.38527247466455494
623,T107,T7,0.2500105054957597
624,T107,T6,0.13259690219022355
625,T107,T77,0.23986563316158335
626,T107,T68,0.5079597363763674
627,T107,T55,0.53150199920524
628,T107,T54,0.3950659657520191
629,T107,T53,0.22386943475186424
630,T107,T4,0.5645466828572808
631,T107,T203,0.3654703853200531
632,T107,T274,0.24894838584336976
633,T107,T201,0.24442449277608308
634,T107,T209,0.23676481070192654
635,T107,T211,0.4165183436074827
636,T107,T212,0.2868132377313113
637,T107,T213,0.2616001562946057
638,T107,T205,0.4187460559170518
639,T107,T217,0.4179444929393575
640,T107,T218,0.3567567496921691
641,T107,T220,0.1762235931825237
642,T107,T219,0.1723139610094748
643,T107,T222,0.5219282831786479
644,T107,T224,0.1938898020918782
645,T107,T227,0.12131742738116409
646,T107,T228,0.3947364185277597
647,T107,T229,0.13137026933977067
648,T107,T238,0.18723770561314643
649,T107,T215,0.24345811902573516
650,T107,T216,0.12735065245874203
651,T107,T239,0.13210271383453048
652,T107,T245,0.6765965490293891
653,T107,T240,0.39373750761244003
654,T107,T241,0.5203350290775579
655,T107,T244,0.18403334274478791
656,T107,T242,0.2612664168063456
657,T107,T243,0.3854672922569897
658,T107,T246,0.49287106184346646
659,T107,T251,0.19481084827051576
660,T107,T257,0.4201815960992944
661,T107,T262,0.4986887446646727
662,T107,T253,0.27694103098700673
663,T107,T261,0.2752537929397766
664,T107,T260,0.10231061307932425
665,T107,T258,0.4240833665507703
666,T107,T252,0.2625819127925065
667,T107,T272,0.11793929352919892
668,T107,T271,0.12441734303659001
669,T107,T269,0.22195955487390645
670,T107,T268,0.14042304969938416
671,T107,T267,0.2620608002277879
672,T107,T259,0.3686693467365132
673,T107,T256,0.4603635270294606
674,T107,T265,0.33076255617693684
675,T107,T264,0.25962759817556197
676,T107,T278,0.23304785369552394
677,T107,T280,0.11290400367757802
678,T107,T282,0.3754405198680554
679,T107,T283,0.324219278251871
680,T107,T284,0.25900692309456363
681,T107,T281,0.3930874939138533
682,T107,T273,0.24305187152420077
683,T107,T279,0.5502292806601312
684,T107,T276,0.3521531700195885
685,T107,T275,0.2747656973519186
686,T107,T285,0.1272906629565629
687,T107,T286,0.39244091350736043
688,T107,T288,0.26162728539626695
689,T107,T287,0.4142358040881253
690,T76,T42,0.25016072990144955
691,T76,T102,0.533185112779301
692,T76,T106,0.39626602000842565
693,T76,T79,0.21052594494599358
694,T76,T103,0.5683435924142657
695,T76,T75,0.23362905009815313
696,T76,T105,0.11285521047478198
697,T76,T107,0.4106418258558347
698,T76,T80,0.5688672360374124
699,T76,T73,0.39681185794014256
700,T76,T71,0.26088179798817485
701,T76,T22,0.11827635158275901
702,T76,T10,0.70055750364383
703,T76,T14,0.3889738672834289
704,T76,T40,0.23684211783497722
705,T76,T44,0.3670943190193196
706,T76,T45,0.24839405545245988
707,T76,T69,0.11912807111905135
708,T76,T70,0.23380134231758257
709,T76,T47,0.7038512123703043
710,T76,T3,0.49381628423604035
711,T76,T19,0.5230954829830524
712,T76,T41,0.2629219628073075
713,T76,T9,0.5300640130830399
714,T76,T7,0.34960659071863787
715,T76,T6,0.26174689217751895
716,T76,T77,0.3771795167225028
717,T76,T68,0.5331550185537499
718,T76,T55,0.26204187471280915
719,T76,T54,0.13251428186600142
720,T76,T53,0.10760098210818757
721,T76,T4,0.28202343314174316
722,T76,T274,0.37377741819192656
723,T76,T201,0.3775768312537054
724,T76,T209,0.2313144077116412
725,T76,T211,0.34925827600977927
726,T76,T212,0.21880186066320093
727,T76,T213,0.2637329500066478
728,T76,T205,0.5693814840720456
729,T76,T217,0.20730478561583818
730,T76,T218,0.11391931663669169
731,T76,T220,0.09638674313160124
732,T76,T219,0.17008763186736153
733,T76,T222,0.39874344628665664
734,T76,T224,0.10912148097873428
735,T76,T226,0.26675083936706356
736,T76,T228,0.13214384750370872
737,T76,T238,0.19958403736936822
738,T76,T215,0.32854481459877943
739,T76,T216,0.3989686346390166
740,T76,T239,0.1247355295368506
741,T76,T245,0.4260862103744567
742,T76,T240,0.39872881401966115
743,T76,T241,0.26578662865467695
744,T76,T244,0.1025560630724054
745,T76,T242,0.1331362774424562
746,T76,T243,0.13358481413989637
747,T76,T246,0.4980354969297393
748,T76,T251,0.23360217863770938
749,T76,T257,0.26960015602896675
750,T76,T262,0.36386132105515623
751,T76,T253,0.284538260613902
752,T76,T261,0.5708906591005289
753,T76,T260,0.11694676047859982
754,T76,T258,0.4101420074322763
755,T76,T252,0.5302086777264153
756,T76,T269,0.3126274570690848
757,T76,T268,0.42596291767989486
758,T76,T267,0.13265153550045106
759,T76,T259,0.5005792206759282
760,T76,T256,0.4745132659903696
761,T76,T265,0.20714196006264515
762,T76,T264,0.5337440010444189
763,T76,T278,0.4762085984741931
764,T76,T280,0.21592539009475126
765,T76,T282,0.24512187784192765
766,T76,T283,0.21357652726832652
767,T76,T284,0.40017026734405314
768,T76,T281,0.5321650894693305
769,T76,T277,0.06548476381807898
770,T76,T279,0.4284339012030135
771,T76,T276,0.35485700891709715
772,T76,T275,0.5711118177775629
773,T76,T285,0.26660908518977505
774,T76,T286,0.6606345643320544
775,T76,T288,0.13212690991971437
776,T76,T287,0.5697979040564252
777,T80,T42,0.2506386222023992
778,T80,T102,0.3975313491119361
779,T80,T106,0.265317719139287
780,T80,T79,0.21954798977730958
781,T80,T103,0.7137349227433027
782,T80,T75,0.11889082523704594
783,T80,T105,0.11513290090513223
784,T80,T107,0.2779164898646747
785,T80,T76,0.5688672360374124
786,T80,T73,0.26100079006931376
787,T80,T71,0.2647860725730456
788,T80,T22,0.12008871565980897
789,T80,T10,0.5642915339281931
790,T80,T14,0.25448044512404194
791,T80,T40,0.23853184433908128
792,T80,T44,0.2455885596256583
793,T80,T45,0.24976921240587124
794,T80,T69,0.12198341695464343
795,T80,T70,0.2393223102972205
796,T80,T47,0.5601692716473562
797,T80,T3,0.3741350448017397
798,T80,T19,0.396673705755877
799,T80,T41,0.2653172553032476
800,T80,T9,0.3941344488889901
801,T80,T7,0.35516656947655406
802,T80,T6,0.5259706237522743
803,T80,T77,0.4998041724533626
804,T80,T68,0.3979381318404545
805,T80,T55,0.3962516289710643
806,T80,T54,0.26589870516560077
807,T80,T53,0.11051893749092664
808,T80,T4,0.28405887559266674
809,T80,T203,0.124864953353338
810,T80,T274,0.2508900481303835
811,T80,T201,0.3771393090248338
812,T80,T209,0.235451421883273
813,T80,T211,0.23813093184157857
814,T80,T212,0.11092156849246325
815,T80,T213,0.13260568368331452
816,T80,T205,0.4269674077323457
817,T80,T217,0.10775831048588898
818,T80,T218,0.11623370146817884
819,T80,T220,0.09939404127527639
820,T80,T219,0.1826263919976447
821,T80,T222,0.2667123858775572
822,T80,T224,0.11131924501217515
